"Index (10x)" "Index (HTO)" "Lane" "Loaded Cells" "BCL PIN (10x)" "BCL PIN (HTO)" "SEQ NAMES (HTO)" "READS (HTO)" "SEQ NAMES (10x)" "READS (10x)"
"1" "SI-TT-F2" "D705" "*" 24000 "0065" "0065" "220404_A00962_0065_AH2MYTDRX2" 36366869 "220404_A00962_0065_AH2MYTDRX2" 885384795
